symptomIris,pulseIris,tongueIris,fuzhengIris,病证,兼夹证,方剂,组成的药方,加减药物
http://www.tcm-classics.org/jingfang#Huanghan_instance;http://www.tcm-classics.org/jingfang#LiangjingZileng_instance;http://www.tcm-classics.org/jingfang#ShiYiHanchu_instance;http://www.tcm-classics.org/jingfang#MuchangDaohanchu_instance,http://www.tcm-classics.org/jingfang#Chenmai_instance,,,水气病,,桂枝加黄芪汤,桂枝;芍药;黄芪;甘草;生姜;大枣,
http://www.tcm-classics.org/jingfang#Qifen_instance;http://www.tcm-classics.org/jingfang#XinxiaJian_instance;http://www.tcm-classics.org/jingfang#DaRuPan_instance;http://www.tcm-classics.org/jingfang#BianRuXuanbei_instance,http://www.tcm-classics.org/jingfang#Chenximai_instance,,,水气病,,桂甘姜枣麻辛附子汤,桂枝;甘草;生姜;大枣;麻黄;细辛;附子,
http://www.tcm-classics.org/jingfang#XinxiaJian_instance;http://www.tcm-classics.org/jingfang#DaRuPan_instance;http://www.tcm-classics.org/jingfang#BianRuXuanpan_instance,http://www.tcm-classics.org/jingfang#Chenximai_instance,,,水气病,,枳术汤,枳实;白术,
http://www.tcm-classics.org/jingfang#Jiuhuangdan_instance;http://www.tcm-classics.org/jingfang#XinzhongAonao_instance;http://www.tcm-classics.org/jingfang#Retong_instance,http://www.tcm-classics.org/jingfang#Xianshumai_instance,,,黄疸病,,栀子大黄汤,栀子;大黄;枳实;豉,
http://www.tcm-classics.org/jingfang#NvlaoDan_instance;http://www.tcm-classics.org/jingfang#PangguangJi_instance;http://www.tcm-classics.org/jingfang#ShaofuMan_instance;http://www.tcm-classics.org/jingfang#ShenJinHuang_instance;http://www.tcm-classics.org/jingfang#EshangHei_instance;http://www.tcm-classics.org/jingfang#ZuxiaRe_instance,http://www.tcm-classics.org/jingfang#Chenximai_instance,,,黄疸病,,硝石矾石散,硝石;矾石,
http://www.tcm-classics.org/jingfang#Zhuhuang_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,黄疸病,,猪膏发煎,猪膏;乱发,
http://www.tcm-classics.org/jingfang#HuangdanFuman_instance;http://www.tcm-classics.org/jingfang#XiaobianBuliErChi_instance;http://www.tcm-classics.org/jingfang#Zihanchu_instance,http://www.tcm-classics.org/jingfang#Chenshimai_instance,,,黄疸病,,大黄硝石汤,大黄;黄柏;硝石;栀子,
http://www.tcm-classics.org/jingfang#ShanghanMaiFu_instance;http://www.tcm-classics.org/jingfang#YiHuoPoJieZhi_instance;http://www.tcm-classics.org/jingfang#Jingkuang_instance;http://www.tcm-classics.org/jingfang#WoqiBuan_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,太阳病,,桂枝去芍药加蜀漆牡蛎龙骨救逆汤,桂枝;甘草;生姜;大枣;牡蛎;蜀漆;龙骨,
http://www.tcm-classics.org/jingfang#XinxiaJi_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,惊悸病,,半夏麻黄丸,半夏;麻黄,
http://www.tcm-classics.org/jingfang#Xiaxue_instance;http://www.tcm-classics.org/jingfang#XianxueHoubian_instance,http://www.tcm-classics.org/jingfang#Ximai_instance,,,下血病,,赤小豆当归散,赤小豆;当归,
http://www.tcm-classics.org/jingfang#Changyong_instance;http://www.tcm-classics.org/jingfang#ShenJiaCuo_instance;http://www.tcm-classics.org/jingfang#FupiJi_instance;http://www.tcm-classics.org/jingfang#AnzhiRuRuZhongzhuang_instance;http://www.tcm-classics.org/jingfang#Wujiju_instance;http://www.tcm-classics.org/jingfang#ShenWure_instance;http://www.tcm-classics.org/jingfang#Maishu_instance,http://www.tcm-classics.org/jingfang#Shumai_instance,,,肠痈病,,薏苡附子败酱散,薏苡仁;附子;败酱草,
http://www.tcm-classics.org/jingfang#Changyong_instance;http://www.tcm-classics.org/jingfang#ShaofuZhongpi_instance;http://www.tcm-classics.org/jingfang#AnzhiJitongRulin_instance;http://www.tcm-classics.org/jingfang#XiaobianZidiao_instance;http://www.tcm-classics.org/jingfang#ShishiFare_instance;http://www.tcm-classics.org/jingfang#Zihanchu_instance;http://www.tcm-classics.org/jingfang#FuEhan_instance;http://www.tcm-classics.org/jingfang#MaiChijin_instance,http://www.tcm-classics.org/jingfang#Chijinmai_instance,,,肠痈病,,大黄牡丹汤,大黄;牡丹;桃仁;冬瓜子;芒硝,
http://www.tcm-classics.org/jingfang#Jinchuang_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,金疮病,,王不留行散,王不留行;蒴藋细叶;桑东南根白皮;甘草;川椒;黄芩;干姜;芍药;厚朴,
http://www.tcm-classics.org/jingfang#Jinchuang_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,金疮病,,排脓散,枳实;芍药;桔梗,
http://www.tcm-classics.org/jingfang#Jinchuang_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,金疮病,,排脓汤,甘草;桔梗;生姜;大枣,
http://www.tcm-classics.org/jingfang#Zhuanjin_instance;http://www.tcm-classics.org/jingfang#RenBijiaoZhi_instance;http://www.tcm-classics.org/jingfang#MaiShangxiuxing_instance,http://www.tcm-classics.org/jingfang#Weixianmai_instance,,,转筋病,,鸡屎白散,鸡屎白,
http://www.tcm-classics.org/jingfang#Yinhushan_instance;http://www.tcm-classics.org/jingfang#PianYouXiaoda_instance;http://www.tcm-classics.org/jingfang#ShishiShangxia_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,阴狐疝病,,蜘蛛散,蜘蛛;桂枝,
http://www.tcm-classics.org/jingfang#Huichong_instance;http://www.tcm-classics.org/jingfang#Tuxian_instance;http://www.tcm-classics.org/jingfang#XintongFazuoYoushi_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,蛔虫病,,甘草粉蜜汤,甘草;粉;蜜,
http://www.tcm-classics.org/jingfang#FurenSuYouZhengjia_instance;http://www.tcm-classics.org/jingfang#JingduanWeijiSanyue_instance;http://www.tcm-classics.org/jingfang#LouxiaBuzhi_instance;http://www.tcm-classics.org/jingfang#TaidongZaiQishang_instance,http://www.tcm-classics.org/jingfang#Chenxianmai_instance,,,妊娠病,,桂枝茯苓丸,桂枝;茯苓;牡丹;桃仁;芍药,
http://www.tcm-classics.org/jingfang#FurenLouxia_instance;http://www.tcm-classics.org/jingfang#BanchanHouXiaxueBuduan_instance;http://www.tcm-classics.org/jingfang#RenshenXiaxue_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妊娠病,,胶艾汤,川芎;阿胶;甘草;艾叶;当归;芍药;干地黄,
http://www.tcm-classics.org/jingfang#FurenHuaishen_instance;http://www.tcm-classics.org/jingfang#FuzhongJitong_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,妊娠病,,当归芍药散,当归;芍药;茯苓;白术;泽泻;川芎,
http://www.tcm-classics.org/jingfang#RenshenOutuBuzhi_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妊娠病,,干姜人参半夏丸,干姜;人参;半夏,
http://www.tcm-classics.org/jingfang#RenshenXiaobianNan_instance;http://www.tcm-classics.org/jingfang#YinshiRugu_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妊娠病,,当归贝母苦参丸,当归;贝母;苦参,
http://www.tcm-classics.org/jingfang#RenshenYoushuiqi_instance;http://www.tcm-classics.org/jingfang#Shenzhong_instance;http://www.tcm-classics.org/jingfang#XiaobianBuli_instance;http://www.tcm-classics.org/jingfang#SasaEhan_instance;http://www.tcm-classics.org/jingfang#QiZeTouxuan_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,妊娠病,,葵子茯苓散,葵子;茯苓,
http://www.tcm-classics.org/jingfang#Renshen_instance;http://www.tcm-classics.org/jingfang#Yichangfu_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妊娠病,,当归散,当归;黄芩;芍药;川芎;白术,
http://www.tcm-classics.org/jingfang#RenshenYangtai_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妊娠病,,白术散,白术;川芎;蜀椒;牡蛎,
http://www.tcm-classics.org/jingfang#ChanhouFutong_instance;http://www.tcm-classics.org/jingfang#FanmanBudewo_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,产后病,,枳实芍药散,枳实;芍药,
http://www.tcm-classics.org/jingfang#ChanfuFutong_instance;http://www.tcm-classics.org/jingfang#FuzhongYouGanxue_instance,http://www.tcm-classics.org/jingfang#Chenxianmai_instance,,,产后病,,下瘀血汤,大黄;桃仁;蟅虫,
http://www.tcm-classics.org/jingfang#ChanhouZhongfeng_instance;http://www.tcm-classics.org/jingfang#Fare_instance;http://www.tcm-classics.org/jingfang#MianZhengChi_instance;http://www.tcm-classics.org/jingfang#Chuan_instance;http://www.tcm-classics.org/jingfang#Toutong_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,产后病,,竹叶汤,竹叶;葛根;防风;桔梗;桂枝;人参;甘草;附子;大枣;生姜,
http://www.tcm-classics.org/jingfang#FurenRuzhongxu_instance;http://www.tcm-classics.org/jingfang#FanluanOuni_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,产后病,,竹皮大丸,生竹茹;石膏;桂枝;甘草;白薇,
http://www.tcm-classics.org/jingfang#ChanhouXialiXuji_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,产后病,,白头翁加甘草阿胶汤,白头翁;甘草;阿胶;秦皮;黄连;黄柏,
http://www.tcm-classics.org/jingfang#FurenYanzhongRuYouZhilian_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,妇人杂病,,半夏厚朴汤,半夏;厚朴;茯苓;生姜;苏叶,
http://www.tcm-classics.org/jingfang#FurenZangzao_instance;http://www.tcm-classics.org/jingfang#XibeishangYuku_instance;http://www.tcm-classics.org/jingfang#XiangruShenlingSuozuo_instance;http://www.tcm-classics.org/jingfang#ShuQianshen_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妇人杂病,,甘麦大枣汤,甘草;小麦;大枣,
http://www.tcm-classics.org/jingfang#FurenNianWushiSuo_instance;http://www.tcm-classics.org/jingfang#BingXialiShushiriBuzhi_instance;http://www.tcm-classics.org/jingfang#MuJiFare_instance;http://www.tcm-classics.org/jingfang#ShaofuLiji_instance;http://www.tcm-classics.org/jingfang#Fuman_instance;http://www.tcm-classics.org/jingfang#ShouzhangFanre_instance;http://www.tcm-classics.org/jingfang#ChunkouGanzao_instance,http://www.tcm-classics.org/jingfang#Xumai_instance,,,妇人杂病,,温经汤,吴茱萸;当归;川芎;芍药;人参;桂枝;阿胶;牡丹皮;生姜;甘草;半夏;麦门冬,
http://www.tcm-classics.org/jingfang#Daixia_instance;http://www.tcm-classics.org/jingfang#JingshuiBuli_instance;http://www.tcm-classics.org/jingfang#ShaofuMantong_instance;http://www.tcm-classics.org/jingfang#JingYiyueZaijian_instance,http://www.tcm-classics.org/jingfang#Chenxianmai_instance,,,妇人杂病,,土瓜根散,土瓜根;芍药;桂枝;蟅虫,
http://www.tcm-classics.org/jingfang#FurenShaofuManRuDunzhuang_instance;http://www.tcm-classics.org/jingfang#XiaobianWeinanErBuke_instance;http://www.tcm-classics.org/jingfang#ShengHouzhe_instance,http://www.tcm-classics.org/jingfang#Chenxianmai_instance,,,妇人杂病,,大黄甘遂汤,大黄;甘遂;阿胶,
http://www.tcm-classics.org/jingfang#FurenYinhan_instance,http://www.tcm-classics.org/jingfang#Chenximai_instance,,,妇人杂病,,蛇床子散,蛇床子仁,
http://www.tcm-classics.org/jingfang#ShaoyinMaiHuaErShu_instance;http://www.tcm-classics.org/jingfang#YinzhongJishengchuang_instance;http://www.tcm-classics.org/jingfang#YinzhongShichuangLanzhe_instance,http://www.tcm-classics.org/jingfang#Huashumai_instance,,,妇人杂病,,狼牙汤,狼牙,
http://www.tcm-classics.org/jingfang#FareEhan_instance;http://www.tcm-classics.org/jingfang#RemianRe_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,太阳病,,桂枝二越婢一汤,桂枝;芍药;麻黄;甘草;大枣;生姜;石膏,
http://www.tcm-classics.org/jingfang#Toutong_instance;http://www.tcm-classics.org/jingfang#Fare_instance;http://www.tcm-classics.org/jingfang#Wuhan_instance;http://www.tcm-classics.org/jingfang#XinxiaMan_instance;http://www.tcm-classics.org/jingfang#XiaobianBuli_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,太阳病,,桂枝去桂加茯苓白术汤,芍药;甘草;生姜;白术;茯苓;大枣,
http://www.tcm-classics.org/jingfang#Jiaoluanji_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,太阳病,,芍药甘草汤,芍药;甘草,
http://www.tcm-classics.org/jingfang#Ehan_instance;http://www.tcm-classics.org/jingfang#Hanchu_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,太阳病,,芍药甘草附子汤,芍药;甘草;附子,
http://www.tcm-classics.org/jingfang#Fanzao_instance;http://www.tcm-classics.org/jingfang#Sini_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,太阳病,,茯苓四逆汤,茯苓;人参;附子;甘草;干姜,
http://www.tcm-classics.org/jingfang#Fanzao_instance;http://www.tcm-classics.org/jingfang#BudeMian_instance,http://www.tcm-classics.org/jingfang#Chenweimai_instance,,,太阳病,,干姜附子汤,干姜;附子,
http://www.tcm-classics.org/jingfang#XinxiaJi_instance;http://www.tcm-classics.org/jingfang#Yudean_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,太阳病,,桂枝甘草汤,桂枝;甘草,
http://www.tcm-classics.org/jingfang#Fanzao_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,太阳病,,桂枝甘草龙骨牡蛎汤,桂枝;甘草;龙骨;牡蛎,
http://www.tcm-classics.org/jingfang#XinxiaPi_instance;http://www.tcm-classics.org/jingfang#AnzhiRu_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,太阳病,,大黄黄连泻心汤,大黄;黄连,
http://www.tcm-classics.org/jingfang#XinxiaPi_instance;http://www.tcm-classics.org/jingfang#Ehan_instance;http://www.tcm-classics.org/jingfang#Hanchu_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,太阳病,,附子泻心汤,大黄;黄连;黄芩;附子,
http://www.tcm-classics.org/jingfang#Ehan_instance;http://www.tcm-classics.org/jingfang#DanYuMei_instance,http://www.tcm-classics.org/jingfang#Chenmai_instance,,,少阴病,,麻黄附子甘草汤,麻黄;附子;甘草,
http://www.tcm-classics.org/jingfang#Yantong_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,少阴病,,半夏散及汤,半夏;桂枝;甘草,
http://www.tcm-classics.org/jingfang#YanzhongShengchuang_instance;http://www.tcm-classics.org/jingfang#BunengYanyu_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,少阴病,,苦酒汤,半夏;鸡子;苦酒,
http://www.tcm-classics.org/jingfang#Xiali_instance;http://www.tcm-classics.org/jingfang#Jueni_instance;http://www.tcm-classics.org/jingfang#Ganou_instance;http://www.tcm-classics.org/jingfang#Fan_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,少阴病,,白通加猪胆汁汤,葱白;干姜;附子;人尿;猪胆汁,
http://www.tcm-classics.org/jingfang#Hanchu_instance;http://www.tcm-classics.org/jingfang#SizhiJuji_instance;http://www.tcm-classics.org/jingfang#Jueni_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,少阴病,,通脉四逆加猪胆汁汤,附子;干姜;甘草;猪胆汁,
http://www.tcm-classics.org/jingfang#Ehan_instance;http://www.tcm-classics.org/jingfang#Xiali_instance;http://www.tcm-classics.org/jingfang#DanYuMei_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,少阴病,,四逆加人参汤,附子;干姜;甘草;人参,
http://www.tcm-classics.org/jingfang#Fuman_instance;http://www.tcm-classics.org/jingfang#Shitong_instance,http://www.tcm-classics.org/jingfang#Chenshimai_instance,,,太阴病,,桂枝加大黄汤,桂枝;芍药;甘草;生姜;大枣;大黄,
http://www.tcm-classics.org/jingfang#Kouku_instance;http://www.tcm-classics.org/jingfang#XiaobianChi_instance;http://www.tcm-classics.org/jingfang#XinzhongFan_instance,http://www.tcm-classics.org/jingfang#Weishumai_instance,,,百合病,,百合知母汤,百合;知母,
http://www.tcm-classics.org/jingfang#Kouku_instance;http://www.tcm-classics.org/jingfang#XiaobianChi_instance;http://www.tcm-classics.org/jingfang#XiaobianBuli_instance;http://www.tcm-classics.org/jingfang#XinzhongFan_instance,http://www.tcm-classics.org/jingfang#Weishumai_instance,,,百合病,,滑石代赭汤,百合;滑石;代赭石,
http://www.tcm-classics.org/jingfang#Kouku_instance;http://www.tcm-classics.org/jingfang#XiaobianChi_instance;http://www.tcm-classics.org/jingfang#XinzhongFan_instance,http://www.tcm-classics.org/jingfang#Weishumai_instance,,,百合病,,百合鸡子汤,百合;鸡子黄,
http://www.tcm-classics.org/jingfang#Kouke_instance,http://www.tcm-classics.org/jingfang#Weishumai_instance,,,百合病,,百合洗方,百合,
http://www.tcm-classics.org/jingfang#Kouke_instance,http://www.tcm-classics.org/jingfang#Weishumai_instance,,,百合病,,瓜蒌牡蛎散,瓜蒌根;牡蛎,
http://www.tcm-classics.org/jingfang#Fare_instance,http://www.tcm-classics.org/jingfang#Weishumai_instance,,,百合病,,百合滑石散,百合;滑石,
http://www.tcm-classics.org/jingfang#DanreBuhan_instance;http://www.tcm-classics.org/jingfang#Gujietengfan_instance;http://www.tcm-classics.org/jingfang#Ou_instance,http://www.tcm-classics.org/jingfang#Pingmai_instance,,,疟病,,白虎加桂枝汤,石膏;知母;甘草;粳米;桂枝,
http://www.tcm-classics.org/jingfang#Duohan_instance;http://www.tcm-classics.org/jingfang#Fahan_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,疟病,,蜀漆散,蜀漆;云母;龙骨,
http://www.tcm-classics.org/jingfang#Kesou_instance;http://www.tcm-classics.org/jingfang#KeErBuDeWo_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,咳嗽上气病,,厚朴麻黄汤,厚朴;麻黄;石膏;杏仁;半夏;干姜;细辛;小麦;五味子,
http://www.tcm-classics.org/jingfang#Kesou_instance;http://www.tcm-classics.org/jingfang#Chuan_instance,http://www.tcm-classics.org/jingfang#Chenmai_instance,,,咳嗽上气病,,泽漆汤,泽漆;半夏;紫参;生姜;白前;甘草;黄芩;人参;桂枝,
http://www.tcm-classics.org/jingfang#Kesou_instance;http://www.tcm-classics.org/jingfang#Chuan_instance,http://www.tcm-classics.org/jingfang#MuRuTuo_instance,http://www.tcm-classics.org/jingfang#Fudamai_instance,,,肺胀病,,越婢加半夏汤,麻黄;石膏;生姜;甘草;大枣;半夏,
http://www.tcm-classics.org/jingfang#Kesou_instance;http://www.tcm-classics.org/jingfang#Chuan_instance;http://www.tcm-classics.org/jingfang#Fanzao_instance;http://www.tcm-classics.org/jingfang#XinxiaYoushui_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,肺胀病,,小青龙加石膏汤,麻黄;桂枝;芍药;细辛;干姜;甘草;五味子;半夏;石膏,
http://www.tcm-classics.org/jingfang#ShiYiJiTu_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,呕吐哕下利病,,大黄甘草汤,大黄;甘草,
http://www.tcm-classics.org/jingfang#Outu_instance;http://www.tcm-classics.org/jingfang#Kouke_instance;http://www.tcm-classics.org/jingfang#YuYinshui_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,呕吐哕下利病,,茯苓泽泻汤,茯苓;泽泻;甘草;桂枝;白术;生姜,
http://www.tcm-classics.org/jingfang#Outu_instance;http://www.tcm-classics.org/jingfang#Kouke_instance;http://www.tcm-classics.org/jingfang#Yinshui_instance;http://www.tcm-classics.org/jingfang#Toutong_instance,http://www.tcm-classics.org/jingfang#Jinmai_instance,,,呕吐哕下利病,,文蛤汤,文蛤;麻黄;甘草;生姜;石膏;杏仁;大枣,
http://www.tcm-classics.org/jingfang#Ganou_instance;http://www.tcm-classics.org/jingfang#Tuxianmo_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,呕吐哕下利病,,半夏干姜散,半夏;干姜,
http://www.tcm-classics.org/jingfang#XiongzhongKuiKui_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,呕吐哕下利病,,生姜半夏汤,半夏;生姜,
http://www.tcm-classics.org/jingfang#Ganou_instance;http://www.tcm-classics.org/jingfang#Yueni_instance;http://www.tcm-classics.org/jingfang#ShouzuJue_instance,http://www.tcm-classics.org/jingfang#Xianmai_instance,,,呕吐哕下利病,,橘皮汤,橘皮;生姜,
http://www.tcm-classics.org/jingfang#Xiali_instance;http://www.tcm-classics.org/jingfang#Feitong_instance,http://www.tcm-classics.org/jingfang#Chenmai_instance,,,呕吐哕下利病,,紫参汤,紫参;甘草,
http://www.tcm-classics.org/jingfang#Qili_instance,http://www.tcm-classics.org/jingfang#Chenmai_instance,,,呕吐哕下利病,,诃梨勒散,诃梨勒,
http://www.tcm-classics.org/jingfang#Dabianying_instance;http://www.tcm-classics.org/jingfang#XiaobianZili_instance,,,,阳明病,,蜜煎导方,食蜜,
http://www.tcm-classics.org/jingfang#Dabianying_instance;http://www.tcm-classics.org/jingfang#XiaobianZili_instance,,,,阳明病,,猪胆汁方,大猪胆汁;法醋,
http://www.tcm-classics.org/jingfang#ShaofuMan_instance;http://www.tcm-classics.org/jingfang#XiaobianZili_instance,http://www.tcm-classics.org/jingfang#ChenJiemai_instance,,,太阳病,,抵当丸,水蛭;虻虫;桃仁;大黄,
http://www.tcm-classics.org/jingfang#Shenretengzhong_instance;http://www.tcm-classics.org/jingfang#Ehan_instance,http://www.tcm-classics.org/jingfang#Weimai_instance,,,太阳中暍,,一物瓜蒂汤,瓜蒂,
http://www.tcm-classics.org/jingfang#Yangan_instance;http://www.tcm-classics.org/jingfang#YinzhongShichuang_instance,,,,狐惑病,,苦参汤,苦参,
http://www.tcm-classics.org/jingfang#YinzhongShichuang_instance,,,,狐惑病,,雄黄熏方,雄黄,
http://www.tcm-classics.org/jingfang#MianmuQing_instance;http://www.tcm-classics.org/jingfang#Shentongrupiang_instance,,,,阴阳毒,,升麻鳖甲去雄黄蜀椒汤,升麻;鳖甲;当归;甘草,
http://www.tcm-classics.org/jingfang#Fahan_instance;http://www.tcm-classics.org/jingfang#Duohan_instance,,,,疟病,,牡蛎汤,牡蛎;麻黄;甘草;蜀漆,
http://www.tcm-classics.org/jingfang#Fake_instance;http://www.tcm-classics.org/jingfang#WanglaiHanre_instance,,,,疟病,,柴胡去半夏加栝蒌汤,柴胡;黄芩;人参;甘草;生姜;大枣;栝蒌根,
http://www.tcm-classics.org/jingfang#Toufeng_instance,,,,中风病,,头风摩散,大附子;盐,
http://www.tcm-classics.org/jingfang#JiaoqiChongxin_instance,,,,中风病,,矾石汤,矾石,
http://www.tcm-classics.org/jingfang#Shentibunengzishouchi_instance;http://www.tcm-classics.org/jingfang#KoujinBunengYan_instance,,,,中风病,,续命汤,麻黄;桂枝;当归;人参;石膏;干姜;甘草;川芎;杏仁,
http://www.tcm-classics.org/jingfang#ShouzuJuji_instance;http://www.tcm-classics.org/jingfang#Baijietengtong_instance,,,,中风病,,三黄汤,麻黄;独活;细辛;黄芪;黄芩,
http://www.tcm-classics.org/jingfang#Touzhongxuan_instance;http://www.tcm-classics.org/jingfang#Kujizhiyuandi_instance,,,,中风病,,术附汤,白术;附子;甘草;生姜;大枣,
http://www.tcm-classics.org/jingfang#Shijing_instance;http://www.tcm-classics.org/jingfang#YaoxiLengtong_instance,,,,虚劳病,,天雄散,天雄;白术;桂枝;龙骨,
http://www.tcm-classics.org/jingfang#Xulaoliji_instance;http://www.tcm-classics.org/jingfang#FuzhongJitong_instance;http://www.tcm-classics.org/jingfang#MianseWuHua_instance,,,,虚劳病,,黄芪建中汤,黄芪;桂枝;芍药;甘草;生姜;大枣;饴糖,
http://www.tcm-classics.org/jingfang#Kenishangqi_instance;http://www.tcm-classics.org/jingfang#Shishituzhuo_instance,,,,肺痿肺痈咳嗽上气病,,皂荚丸,皂荚,
http://www.tcm-classics.org/jingfang#Keyouweire_instance;http://www.tcm-classics.org/jingfang#Fanman_instance;http://www.tcm-classics.org/jingfang#Xiongzhongjiacuo_instance,,,,肺痈病,,千金苇茎汤,苇茎;薏苡仁;桃仁;瓜瓣,
http://www.tcm-classics.org/jingfang#Outuerbingzaigeshang_instance;http://www.tcm-classics.org/jingfang#Housishui_instance,http://www.tcm-classics.org/jingfang#Fumai_instance,,,呕吐哕下利病,,猪苓散,猪苓;茯苓;白术,
http://www.tcm-classics.org/jingfang#Jinyinchung_instance,,,,疮痈肠痈浸淫病,,黄连粉,黄连,
http://www.tcm-classics.org/jingfang#Jingshuibibuli_instance;http://www.tcm-classics.org/jingfang#Zangjianpibuzhi_instance;http://www.tcm-classics.org/jingfang#Xiabaiwu_instance,,,,妇人杂病,,矾石丸,矾石;杏仁,
http://www.tcm-classics.org/jingfang#Fuzhongxueqicitong_instance,,,,妇人杂病,,红蓝花酒,红蓝花;酒,
http://www.tcm-classics.org/jingfang#Outu_instance,,,,呕吐哕下利病,,大半夏汤,半夏;人参;白蜜,
,,,,阴阳易差后劳复病,,烧裈散,妇人中裈近隐处烧灰,
,,,,胸痹心痛短气病,,九痛丸,附子;生狼牙;巴豆;人参;干姜;吴茱萸,
,,,,痰饮病,,外台茯苓饮,茯苓;人参;白术;枳实;橘皮;生姜,
http://www.tcm-classics.org/jingfang#Toutong_instance;http://www.tcm-classics.org/jingfang#SizhiKufanre_instance;http://www.tcm-classics.org/jingfang#Butong_instance,,,,妇人产后病,,三物黄芩汤,黄芩;苦参;干地黄,
http://www.tcm-classics.org/jingfang#FuzhongCitong_instance;http://www.tcm-classics.org/jingfang#XixiShaoqi_instance;http://www.tcm-classics.org/jingfang#ShaofuJimoTong_instance;http://www.tcm-classics.org/jingfang#Yinyaobeitong_instance;http://www.tcm-classics.org/jingfang#BunengYinshi_instance,,,,妇人产后病,,内补当归建中汤,当归;桂枝;芍药;生姜;甘草;大枣;饴糖,
http://www.tcm-classics.org/jingfang#Yachong_instance,,,,小儿疳虫蚀齿,,小儿疳虫蚀齿方,雄黄;葶苈,
